collection_time_utc,entity_id,trip_id,route_id,direction_id,start_time,start_date,timestamp,delay_seconds,is_deleted,delay_minutes,collection_date,source_file,collection_day_status,collection_coverage_hours,is_partial_day,is_model_baseline_day,agency_id,route_short_name,route_long_name,route_type,service_type,route_display_name,is_special_route,trip_hour,weekday,day_of_month,delay_abs_minutes,delay_risk,weather_hour,temperature_2m,precipitation,rain,relative_humidity_2m,wind_speed_10m,recommended_action
2026-05-06 09:34:55+00:00,247-810023-71400-2-9167615-46d41a7a,247-810023-71400-2-9167615-46d41a7a,WEST-201,0,19:50:00,20260506,1778058340,29,False,0.483333333,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,WEST,WEST,2,Train / Rail,WEST,False,9,2,6,0.483333333,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820043-72660-2-3166273-a37a2dab,249-820043-72660-2-3166273-a37a2dab,STH-201,0,20:11:00,20260506,1778059804,-32,False,-0.533333333,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.533333333,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820020-77400-2-3075273-9ea5c6a7,249-820020-77400-2-3075273-9ea5c6a7,STH-201,1,21:30:00,20260506,1778060082,42,False,0.7,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.7,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820043-74460-2-3168274-71f23a76,249-820043-74460-2-3168274-71f23a76,STH-201,0,20:41:00,20260506,1778060085,45,False,0.75,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.75,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820016-79200-2-3077274-ef32d243,249-820016-79200-2-3077274-ef32d243,STH-201,1,22:00:00,20260506,1778056724,0,False,0.0,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.0,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820016-81000-2-3079332-7090ed78,249-820016-81000-2-3079332-7090ed78,STH-201,1,22:30:00,20260506,1778027085,0,False,0.0,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.0,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820043-76260-2-3170332-7bb26feb,249-820043-76260-2-3170332-7bb26feb,STH-201,0,21:11:00,20260506,1778059895,-32,False,-0.533333333,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.533333333,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820043-78060-2-3172333-48f65284,249-820043-78060-2-3172333-48f65284,STH-201,0,21:41:00,20260506,1778027092,0,False,0.0,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.0,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820146-82800-2-2181333-d5ca2536,249-820146-82800-2-2181333-d5ca2536,STH-201,1,23:00:00,20260506,1778027092,0,False,0.0,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,0.0,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
2026-05-06 09:34:55+00:00,249-820043-70860-2-3164342-3c45b269,249-820043-70860-2-3164342-3c45b269,STH-201,0,19:41:00,20260506,1778058054,-72,False,-1.2,2026-05-06,gtfs_realtime_2026-05-06.csv,partial_or_interrupted,0.5,True,False,AM,STH,STH,2,Train / Rail,STH,True,9,2,6,1.2,Low,2026-05-06 09:00:00+00:00,17.4,0.0,0.0,86.0,13.1,No operational action required
