source,explainability_type,feature,importance,notes
XGBoost classifier,mean_abs_shap,route_id_infrequent_sklearn,0.7580335140228271,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_326-203,0.46948835253715515,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_NX1-203,0.43177568912506104,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_738-221,0.41170284152030945,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,service_type_Train / Rail,0.4085555076599121,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,direction_id_0,0.4062022864818573,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,trip_hour,0.3785625994205475,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_747-221,0.3707565665245056,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_865-203,0.3646482825279236,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,weekday,0.3459053039550781,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_926-203,0.3394286036491394,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_902-203,0.33449608087539673,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_311-203,0.3206246495246887,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_170-203,0.3036777675151825,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_22N-202,0.2975016236305237,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_878-203,0.2965264618396759,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_889-203,0.29298245906829834,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_377-203,0.2860497534275055,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_CTY-202,0.27286192774772644,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_373-203,0.27195361256599426,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_391-203,0.2620762586593628,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_985-221,0.24916718900203705,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_116-203,0.22293293476104736,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_65-202,0.2216869443655014,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_309-203,0.21591034531593323,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_50B-217,0.21529695391654968,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,temperature_2m,0.20357771217823029,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_143-203,0.19967739284038544,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_744-221,0.19683672487735748,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,wind_speed_10m,0.19542506337165833,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_995-203,0.18585211038589478,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_OUT-202,0.17989499866962433,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_998-203,0.17691847681999207,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_147-203,0.15863139927387238,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_infrequent_sklearn,0.15409089624881744,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_EAST-201,0.14593279361724854,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_14-202,0.14147236943244934,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_502-217,0.1366328001022339,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_22R-202,0.1339924931526184,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,day_of_month,0.13316386938095093,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,relative_humidity_2m,0.13158196210861206,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_883-203,0.12920142710208893,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_865,0.12712843716144562,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_907-203,0.12323308736085892,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_72C-205,0.12135645747184753,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_393-203,0.11966164410114288,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_362-203,0.11942827701568604,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_372-203,0.1189267635345459,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_50A-217,0.11630670726299286,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_502,0.1115131750702858,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_393,0.10726543515920639,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_112-203,0.10693114995956421,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_TMK-202,0.10494324564933777,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_363-203,0.10417371988296509,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_27H-202,0.10285346210002899,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,precipitation,0.10149094462394714,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_152-203,0.1004931852221489,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_744,0.09815096855163574,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_966-203,0.09770511835813522,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_13-203,0.09585392475128174,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_172-203,0.09510453790426254,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_734-221,0.09314118325710297,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_998,0.09253043681383133,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_72X-205,0.08868831396102905,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_843-202,0.08654158562421799,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_37-203,0.08653753250837326,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_24B-202,0.08625680208206177,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_WEST-201,0.08521213382482529,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_186-203,0.08454819768667221,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_321-202,0.08129379898309708,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_75-202,0.07914737612009048,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_70-205,0.07808413356542587,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_72M-205,0.07669101655483246,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_738,0.07613624632358551,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_128-202,0.07388387620449066,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,rain,0.07025260478258133,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_924,0.0695025846362114,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_INN-202,0.06846767663955688,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_65,0.06662841141223907,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_type_2.0,0.0665709599852562,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_926,0.06406047940254211,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_27H,0.0637383684515953,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,service_type_Ferry,0.06203964352607727,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_747,0.061412494629621506,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_126-203,0.06140868365764618,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_901-203,0.06084118038415909,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_323-221,0.059641238301992416,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_298,0.05629254877567291,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_68-202,0.054256781935691833,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_72X,0.05417948588728905,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_989-218,0.05320293828845024,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_195-203,0.052675165235996246,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_NX1,0.050580330193042755,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_801-202,0.04904530569911003,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_24R-202,0.0487305149435997,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_298-221,0.048059798777103424,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_20-202,0.04789023473858833,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_CTY,0.04488014429807663,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_871-202,0.04250102862715721,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_982-221,0.04237239435315132,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_68 - New Lynn / Onehunga Station,0.03894256055355072,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_364-203,0.03849799931049347,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_372,0.0372951403260231,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_906-203,0.03684753552079201,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,service_type_Unknown / unmatched route,0.03674701601266861,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_805-202,0.03521750867366791,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_CTY - Wynyard Quarter / Karangahape Rd via Queen St,0.032542530447244644,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_871,0.03178854659199715,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_362 - Manukau Bus Station / Weymouth Via Great South Rd,0.031603649258613586,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_311,0.031429778784513474,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_806-202,0.031419262290000916,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_27W-202,0.03137974813580513,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_128,0.029504481703042984,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_842-202,0.029498405754566193,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_143,0.029059702530503273,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_295-202,0.028379270806908607,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,direction_id_1,0.0271382387727499,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_755-202,0.02624555677175522,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_WEST - Brit 2 / Swanson 1 Via Newmarket 1,0.02580314874649048,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_101,0.02579536661505699,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_814,0.025582382455468178,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_NX1 - Britomart (Lower Albert St) / Albany Station,0.025395864620804787,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_50B - Onetangi (Fourth Ave) / Matiatia Wharf,0.025135168805718422,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_309,0.02504102699458599,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_type_4.0,0.02493857964873314,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_106-202,0.024333741515874863,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_S071-203,0.023812606930732727,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_DEV-209,0.023771969601511955,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_326,0.023118270561099052,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_377,0.023114003241062164,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_878,0.022915685549378395,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_OUT,0.022740930318832397,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_362,0.021488521248102188,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_172,0.021473411470651627,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_67A-202,0.021213466301560402,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_161,0.020535359159111977,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_985,0.019966300576925278,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_806 - Devonport Wharf / Stanley Pt Loop,0.01954534463584423,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_27W,0.019453683868050575,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_106,0.018722975626587868,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_352-205,0.01867295429110527,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_325-203,0.01827056147158146,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_321,0.01759805530309677,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_924-202,0.0167083777487278,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_363 - Manurewa Interchange / Wattle Downs Loop,0.01612824574112892,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_22R,0.016103029251098633,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_50B,0.016081994399428368,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_NX2,0.01545698195695877,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_161-203,0.015427585691213608,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_995 - Warkworth / Hibiscus Coast Station,0.01526641845703125,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_STH-201,0.01458645984530449,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_143 - Ranui / Henderson via Sturges Rd,0.01436937041580677,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_76-202,0.013849557377398014,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_37,0.013614500872790813,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_126,0.013529050163924694,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,"route_corridor_name_37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",0.013295761309564114,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_982,0.013143477030098438,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_843,0.012224160134792328,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_801,0.011684350669384003,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_13,0.011591075919568539,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_94-203,0.011212723329663277,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_162-202,0.010928330011665821,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_14,0.010696366429328918,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_type_missing,0.010242857970297337,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_TMK,0.010106015019118786,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_112,0.009564024396240711,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_GULF-209,0.009128081612288952,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_97R-203,0.008655261248350143,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_ONE-201,0.008566551841795444,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_68,0.008545446209609509,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_67B-202,0.008412973955273628,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_OUT - St Lukes / Newmarket Via Wellesley St,0.00783799309283495,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_27W - Britomart / Waikowhai Via Mt Eden Rd,0.007361783646047115,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_S544-202,0.006932517513632774,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_22N,0.006527353543788195,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_325,0.006445200648158789,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_S007F-203,0.006323225796222687,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_24B,0.006236161105334759,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_781-202,0.005966701544821262,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_WEST,0.0058725872077047825,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_INN,0.005610606167465448,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),0.00542974378913641,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_805,0.005129822064191103,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_67A,0.004769714083522558,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_392-203,0.0036331203300505877,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_781,0.003032729495316744,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_S006C-203,0.0025707052554935217,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_S547-202,0.0024870329070836306,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_EAST,0.0022656258661299944,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_type_3.0,0.0019849464297294617,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_148-203,0.001930723781697452,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_STH,0.0019175847992300987,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_display_name_ONE,0.0017991625936701894,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,"route_corridor_name_STH - Brit 4 / Pukekohe 1 Via NKT 4, OHU 3, Papakura 1",0.000731544743757695,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_corridor_name_ONE - Newmarket 4 / Onehunga,0.0006303249392658472,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,is_special_route_False,0.00017103868594858795,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,service_type_Bus,0.00010351692617405206,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_101-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_105-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_111-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_114-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_11T-207,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_11W-207,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_12-207,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_122-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_123-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_125-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_135-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_145-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_149-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_154-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_171-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_18-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_191-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_209-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_252-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_253-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_25B-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_25L-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_27T-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_30-202,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_309X-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_31-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_313-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_314-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_32-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_324-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_33-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_35-205,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_351-205,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_353-205,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_355-205,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_36-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_365-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
XGBoost classifier,mean_abs_shap,route_id_366-203,0.0,"Mean absolute SHAP value on 1,000 test rows."
