service_type,route_display_name,route_corridor_name,route_id,is_special_route,delay_risk,recommended_action,records,unique_trips,avg_delay_minutes,max_delay_minutes
Train / Rail,STH,"STH - Brit 4 / Pukekohe 1 Via NKT 4, OHU 3, Papakura 1",STH-201,true,Low,No operational action required,123191,435,-0.004,5.0
Train / Rail,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,EAST-201,false,Low,No operational action required,118441,397,0.018,5.0
Train / Rail,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,WEST-201,false,Low,No operational action required,105532,621,0.253,5.0
Train / Rail,ONE,ONE - Newmarket 4 / Onehunga,ONE-201,false,Low,No operational action required,84655,220,0.034,4.933
Bus,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,NX1-203,false,Low,No operational action required,76019,572,0.358,5.0
Bus,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,NX2-207,false,Low,No operational action required,48676,438,-0.882,5.0
Bus,70,70 - Botany / Britomart Via Panmure,70-205,false,Low,No operational action required,45012,594,-0.032,5.0
Bus,18,18 - City Centre / New Lynn Via Great North Rd,18-202,false,Low,No operational action required,39217,505,-0.767,5.0
Bus,WX1,WX1 - City Centre / Northwest Via Motorway,WX1-207,false,Low,No operational action required,36702,393,-1.206,5.0
Bus,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),INN-202,false,Low,No operational action required,35812,618,-0.646,5.0
Bus,33,33 - Papakura Interchange / Otahuhu Station Via Great South Rd,33-203,false,Low,No operational action required,33843,422,0.14,5.0
Bus,75,75 - Glen Innes / Wynyard Quarter Via Remuera Rd,75-202,false,Low,No operational action required,33197,480,-0.328,5.0
Bus,83,83 - Massey University / Takapuna Via Browns Bay,83-203,false,Low,No operational action required,31057,471,0.92,5.0
Bus,25L,25L - Lynfield / City Centre Via Dominion Rd,25L-202,false,Low,No operational action required,30925,387,-0.345,5.0
Bus,37,"37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",37-203,false,Low,No operational action required,30060,611,-0.415,5.0
Bus,64,64 - St Lukes / Newmarket Via Mt Eden,64-202,false,Low,No operational action required,29948,346,-0.909,5.0
Bus,OUT,OUT - St Lukes / Newmarket Via Wellesley St,OUT-202,false,Low,No operational action required,29948,464,-1.25,5.0
Bus,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,TMK-202,false,Low,No operational action required,29738,428,0.049,5.0
Bus,38,38 - Airport / Onehunga via Mangere Town Centre,38-203,false,Low,No operational action required,29521,371,0.089,5.0
Bus,25B,25B - Blockhouse Bay / City Centre Via Dominion Rd,25B-202,false,Low,No operational action required,29179,357,-0.751,5.0
Bus,65,65 - Walker Park / Glen Innes,65-202,false,Low,No operational action required,28791,340,-0.154,5.0
Bus,30,30 - Onehunga / City Centre Via Manukau Rd,30-202,false,Low,No operational action required,28615,438,-0.42,5.0
Bus,66,66 - Pt Chevalier Beach / Sylvia Park Via Mt Albert Rd,66-203,false,Low,No operational action required,28510,259,-0.614,5.0
Bus,76,76 - Britomart / Glen Innes Via Orakei,76-202,false,Low,No operational action required,28148,248,-0.785,5.0
Bus,12,12 - Henderson / Constellation Station,12-207,false,Low,No operational action required,27144,252,-0.567,5.0
Bus,AIR,AIR - Airport Link via Puhinui Station,AIR-203,false,Low,No operational action required,26565,248,-0.573,5.0
Bus,74,74 - Onehunga / Glen Innes Via Panmure,74-221,false,Low,No operational action required,26068,244,-0.675,5.0
Bus,39,39 - Manurewa Interchange / Otara / MIT Via Mahia Rd,39-203,false,Low,No operational action required,26061,405,-0.176,5.0
Bus,82,82 - Milford / Mayoral Dr Via Takapuna,82-202,false,Low,No operational action required,24867,303,-0.44,5.0
Bus,31,31 - Mangere Town Centre / Botany Town Centre Via Otara,31-203,false,Low,No operational action required,24420,249,-0.725,5.0
Bus,36,36 - Manukau / Onehunga via Mangere Town Centre,36-203,false,Low,No operational action required,24117,298,-0.186,5.0
Bus,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,94-203,false,Low,No operational action required,23638,237,0.171,5.0
Bus,32,32 - Mangere Town Centre / Sylvia Park via Otahuhu,32-203,false,Low,No operational action required,23487,355,0.006,5.0
Bus,35,35 - Ormiston / Botany Via Chapel Rd,35-205,false,Low,No operational action required,23019,246,-0.728,5.0
Bus,20,20 - St Lukes / Wynyard Quarter Via Kingsland,20-202,false,Low,No operational action required,22691,244,-0.884,4.967
Bus,856,856 - Albany Station / Browns Bay,856-203,false,Low,No operational action required,21780,298,0.711,5.0
Bus,OUT,OUT - St Lukes / Newmarket Via Wellesley St,OUT-202,false,Medium,Monitor route conditions,21494,436,-6.977,15.0
Bus,13,13 - Te Atatu Peninsula Loop / Henderson,13-203,false,Low,No operational action required,21341,234,0.173,5.0
Bus,70,70 - Botany / Britomart Via Panmure,70-205,false,Medium,Monitor route conditions,20934,535,-0.687,15.0
Bus,325,325 - Mangere Town Ctr / Manukau Station Via Otahuhu & Otara,325-203,false,Low,No operational action required,20515,246,-0.232,5.0
Bus,11W,11W - Northwest / City Centre Via Waimumu Rd,11W-207,false,Low,No operational action required,20297,176,-0.077,5.0
Bus,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),INN-202,false,Medium,Monitor route conditions,20097,589,-6.215,15.0
Bus,11T,11T - Northwest / City Centre Via Triangle Rd,11T-207,false,Low,No operational action required,19785,178,-0.361,5.0
Bus,105,105 - Westmere / Britomart Via Richmond Rd,105-202,false,Low,No operational action required,19551,303,-1.11,5.0
Bus,24B,24B - New Lynn And Blockhouse Bay / City Centre Via Sandringham R,24B-202,false,Low,No operational action required,19521,270,-0.523,5.0
Bus,14,14 - New Lynn / Lincoln Rd via Henderson,14-202,false,Low,No operational action required,19327,457,-0.578,5.0
Bus,24R,24R - New Lynn / City Centre Via Sandingham Rd,24R-202,false,Low,No operational action required,18725,252,-0.311,5.0
Bus,67A,67A - New Lynn / Otahuhu Via Onehunga,67A-202,false,Low,No operational action required,18292,205,-0.091,5.0
Bus,861,861 - Long Bay / Constellation Station Via Bush Rd,861-203,false,Low,No operational action required,18216,259,0.248,5.0
Bus,982,982 - Gulf Harbour / Hibiscus Coast Station,982-221,false,Low,No operational action required,18168,161,-0.464,5.0
Bus,878,878 - Browns Bay / Constellation Station Via and East Coast Rd,878-203,false,Low,No operational action required,17717,186,-0.185,5.0
Bus,365,365 - Papakura Interchange / Manukau Bus Station Via Porchester,365-203,false,Low,No operational action required,17714,266,0.199,5.0
Bus,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,CTY-202,false,Medium,Monitor route conditions,17456,271,-8.82,14.917
Bus,27W,27W - Britomart / Waikowhai Via Mt Eden Rd,27W-202,false,Low,No operational action required,17287,218,-0.401,5.0
Bus,195,195 - New Lynn / City Centre Via Green Bay,195-203,false,Low,No operational action required,16969,281,-0.033,5.0
Bus,95B,95B - Bayview / Britomart (Lower Albert St),95B-203,false,Low,No operational action required,16940,165,-0.75,5.0
Bus,72C,"72C - Botany And Howick / Panmure Via Chapel Rd, Cook St, And Pak",72C-205,false,Low,No operational action required,16933,164,0.044,5.0
Bus,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,814-202,false,Low,No operational action required,16577,212,-0.358,5.0
Bus,366,366 - Manurewa Interchange / Manukau Bus Station Via The Gardens,366-203,false,Low,No operational action required,16540,258,-0.171,5.0
Bus,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,923-202,false,Low,No operational action required,16514,191,-0.837,5.0
Bus,323,323 - Otahuhu Station / Panmure Via Panama Rd,323-221,false,Low,No operational action required,16354,138,-0.695,5.0
Bus,871,871 - Constellation Station / Takapuna Via Forrest Hill Rd,871-202,false,Low,No operational action required,16261,170,-0.264,5.0
Bus,355,355 - Botany / Manukau Bus Station Via Mission Heights & Ormiston,355-205,false,Low,No operational action required,16101,182,-0.256,5.0
Bus,68,68 - New Lynn / Onehunga Station,68-202,false,Low,No operational action required,16009,270,-1.107,5.0
Bus,97B,97B - Beach Haven / Britomart (Lower Albert St),97B-203,false,Low,No operational action required,15881,226,-0.679,5.0
Bus,22R,22R - Rosebank Rd / City Centre Via New North Rd,22R-202,false,Low,No operational action required,15757,356,-0.537,5.0
Bus,747,747 - Panmure / Glen Innes Via Stonefields,747-221,false,Low,No operational action required,15712,96,-0.804,5.0
Bus,362,362 - Manukau Bus Station / Weymouth Via Great South Rd,362-203,false,Low,No operational action required,15598,298,0.71,5.0
Bus,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,917-203,false,Low,No operational action required,15561,141,-0.367,5.0
Bus,364,364 - Papakura Station / Manurewa Station via Takaanini,364-203,false,Low,No operational action required,15416,320,-0.847,5.0
Bus,97R,97R - Beach Haven / Britomart (Lower Albert St),97R-203,false,Low,No operational action required,15194,158,-0.708,5.0
Bus,309,309 - Mangere Town Centre / City Centre,309-203,false,Low,No operational action required,15119,160,-0.668,5.0
Bus,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,983-221,false,Low,No operational action required,15051,137,-0.511,5.0
Bus,865,865 - Browns Bay / Albany Station Via Oaktree Ave,865-203,false,Low,No operational action required,14806,131,-0.182,5.0
Bus,744,744 - Panmure / St Heliers Via Glen Innes,744-221,false,Low,No operational action required,14770,78,-0.792,5.0
Bus,22N,22N - New Lynn / City Centre Via New North Rd,22N-202,false,Low,No operational action required,14761,263,-0.561,5.0
Bus,27H,27H - Britomart / Waikowhai Via Mt Eden Rd And Hillsborough Rd,27H-202,false,Low,No operational action required,14706,223,-0.788,5.0
Bus,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,NX2-207,false,Medium,Monitor route conditions,14663,372,-6.316,14.983
Bus,72M,"72M - Botany and Howick / Panmure via Millhouse Dr, Meadowland Dr",72M-205,false,Low,No operational action required,14506,142,0.038,5.0
Bus,162,162 - Henderson / New Lynn via Glendene,162-202,false,Low,No operational action required,14504,325,-0.406,5.0
Bus,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,941-203,false,Low,No operational action required,14445,175,-0.127,5.0
Bus,981,981 - Waiwera / Hibiscus Coast Station,981-221,false,Low,No operational action required,14325,159,0.797,5.0
Bus,298,298 - Onehunga / Sylvia Park Via Ellerslie,298-221,false,Low,No operational action required,14312,97,-0.756,4.967
Bus,926,926 - Glenfield / Akoranga Station Via Hillcrest West,926-203,false,Low,No operational action required,14285,149,-0.315,5.0
Bus,135,135 - Te Atatu (Totara Rd) / Henderson,135-203,false,Low,No operational action required,14198,160,-0.506,5.0
Bus,985,985 - Orewa / Hibiscus Coast Station Via Millwater,985-221,false,Low,No operational action required,14009,118,-0.717,5.0
Bus,75,75 - Glen Innes / Wynyard Quarter Via Remuera Rd,75-202,false,Medium,Monitor route conditions,13981,416,-3.4,15.0
Bus,295,295 - Ellerslie Station / City Centre Via Royal Oak,295-202,false,Low,No operational action required,13917,236,-0.733,5.0
Bus,147,147 - Waitakere Township / Henderson,147-203,false,Low,No operational action required,13750,139,0.827,5.0
Bus,901,901 - Smales Farm / Constellation Station Via Wairau Rd,901-203,false,Low,No operational action required,13743,146,-0.983,4.983
Bus,502,502 - Rocky Bay / Matiatia Wharf,502-217,false,Low,No operational action required,13650,79,0.484,5.0
Bus,801,801 - Bayswater Wharf / Akoranga Station Via Takapuna,801-202,false,Low,No operational action required,13554,176,-0.766,5.0
Bus,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,95C-203,false,Low,No operational action required,13474,159,-0.752,5.0
Bus,154,154 - New Lynn / Henderson via Glen Eden,154-203,false,Low,No operational action required,13430,358,-0.205,5.0
Bus,755,755 - Benson Rd / Britomart Via Portland Rd,755-202,false,Low,No operational action required,13362,145,-0.805,5.0
Bus,50A,50A - Onetangi (Seventh Ave) / Matiatia Wharf,50A-217,false,Low,No operational action required,13105,91,-1.175,5.0
Bus,CTY,CTY - Wynyard Quarter / Karangahape Rd via Queen St,CTY-202,false,Low,No operational action required,13089,271,-1.23,5.0
Bus,14,14 - New Lynn / Lincoln Rd via Henderson,14-202,false,Medium,Monitor route conditions,13002,438,-4.226,15.0
Bus,353,353 - Manukau Bus Station / Botany Town Centre Via Preston Rd,353-205,false,Low,No operational action required,12729,185,-1.029,5.0
Bus,889,889 - Albany Station / Constellation Station Via Hugh Green Dr,889-203,false,Low,No operational action required,12716,133,-1.051,5.0
Bus,112,112 - Hob Pt Wharf / Northwest Via W Harbour,112-203,false,Low,No operational action required,12687,231,-0.185,5.0
Bus,145,145 - Lincoln Rd / Henderson Via Western H,145-203,false,Low,No operational action required,12630,118,-0.668,5.0
Bus,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,866-203,false,Low,No operational action required,12606,95,0.398,5.0
Bus,843,843 - Akoranga Station / Constellation Station Via Takapuna,843-202,false,Low,No operational action required,12527,134,0.297,5.0
Bus,13,13 - Te Atatu Peninsula Loop / Henderson,13-203,false,Medium,Monitor route conditions,12307,223,-1.529,14.95
Bus,WX1,WX1 - City Centre / Northwest Via Motorway,WX1-207,false,Medium,Monitor route conditions,12190,362,-5.463,14.933
Bus,18,18 - City Centre / New Lynn Via Great North Rd,18-202,false,Medium,Monitor route conditions,12147,426,-4.12,14.983
Bus,907,907 - Campbells Bay / Constellation Station Via Sunnynook Station,907-203,false,Low,No operational action required,12090,117,-1.443,5.0
Bus,172,172 - Glen Eden / New Lynn via Titirangi,172-203,false,Low,No operational action required,12001,168,0.128,5.0
Bus,65,65 - Walker Park / Glen Innes,65-202,false,Medium,Monitor route conditions,11993,317,-0.321,15.0
Bus,33,33 - Papakura Interchange / Otahuhu Station Via Great South Rd,33-203,false,Medium,Monitor route conditions,11879,346,3.335,15.0
Bus,27H,27H - Britomart / Waikowhai Via Mt Eden Rd And Hillsborough Rd,27H-202,false,Medium,Monitor route conditions,11861,219,-5.569,14.567
Bus,906,906 - Constellation / Smales Farm Via Windy Ridge And Archers Rd,906-203,false,Low,No operational action required,11846,104,-0.201,5.0
Bus,902,902 - Kyle Road / Constellation Station,902-203,false,Low,No operational action required,11787,128,-1.654,4.967
Bus,68,68 - New Lynn / Onehunga Station,68-202,false,Medium,Monitor route conditions,11699,245,-6.539,14.7
Bus,309,309 - Mangere Town Centre / City Centre,309-203,false,Medium,Monitor route conditions,11553,160,-6.156,14.85
Bus,24B,24B - New Lynn And Blockhouse Bay / City Centre Via Sandringham R,24B-202,false,Medium,Monitor route conditions,11357,263,-4.257,15.0
Bus,314,314 - Ormiston / Middlemore Station Via Otara,314-203,false,Low,No operational action required,11214,233,0.462,5.0
Bus,30,30 - Onehunga / City Centre Via Manukau Rd,30-202,false,Medium,Monitor route conditions,11126,389,-2.881,14.967
Bus,152,152 - Henderson / New Lynn via Sunnyvale and Glen Eden,152-203,false,Low,No operational action required,11063,247,-0.201,5.0
Bus,143,143 - Ranui / Henderson via Sturges Rd,143-203,false,Low,No operational action required,10614,311,-0.641,4.967
Bus,22R,22R - Rosebank Rd / City Centre Via New North Rd,22R-202,false,Medium,Monitor route conditions,10388,338,-4.941,14.95
Bus,781,781 - Mission Bay / Museum Via Orakei,781-202,false,Low,No operational action required,10276,124,-0.743,5.0
Bus,12,12 - Henderson / Constellation Station,12-207,false,Medium,Monitor route conditions,10274,233,-2.562,14.983
Bus,883,883 - Schnapper Rock / Constellation Station,883-203,false,Low,No operational action required,10141,123,-0.041,5.0
Bus,50B,50B - Onetangi (Fourth Ave) / Matiatia Wharf,50B-217,false,Low,No operational action required,10047,50,-1.324,5.0
Bus,25B,25B - Blockhouse Bay / City Centre Via Dominion Rd,25B-202,false,Medium,Monitor route conditions,9740,326,-3.761,14.95
Bus,125,125 - Helensville / Westgate Via Kumeu,125-202,false,Low,No operational action required,9579,95,-0.047,5.0
Bus,22N,22N - New Lynn / City Centre Via New North Rd,22N-202,false,Medium,Monitor route conditions,9510,256,-4.569,14.967
Bus,326,326 - Mangere Town Centre / Middlemore via Earlsworth Rd (C),326-203,false,Medium,Monitor route conditions,9408,128,-8.715,14.833
Bus,83,83 - Massey University / Takapuna Via Browns Bay,83-203,false,Medium,Monitor route conditions,9397,385,5.728,14.983
Bus,325,325 - Mangere Town Ctr / Manukau Station Via Otahuhu & Otara,325-203,false,Medium,Monitor route conditions,9383,230,-0.611,15.0
Bus,31,31 - Mangere Town Centre / Botany Town Centre Via Otara,31-203,false,Medium,Monitor route conditions,9327,236,-2.609,15.0
Bus,27W,27W - Britomart / Waikowhai Via Mt Eden Rd,27W-202,false,Medium,Monitor route conditions,9321,214,-3.828,14.967
Bus,391,391 - Pukekohe Northeast Loop / Pukekohe Northeast loop,391-203,false,Low,No operational action required,9157,114,-0.313,4.983
Bus,74,74 - Onehunga / Glen Innes Via Panmure,74-221,false,Medium,Monitor route conditions,9136,213,-3.223,15.0
Bus,36,36 - Manukau / Onehunga via Mangere Town Centre,36-203,false,Medium,Monitor route conditions,9045,277,-0.461,15.0
Bus,67A,67A - New Lynn / Otahuhu Via Onehunga,67A-202,false,Medium,Monitor route conditions,8983,193,-2.984,14.967
Bus,324,324 - Mangere Town Centre / Seaside Park Via Otahuhu,324-203,false,Low,No operational action required,8968,271,0.184,5.0
Bus,393,393 - Pukekohe South Loop,393-203,false,Low,No operational action required,8963,102,0.26,4.983
Bus,313,313 - Mangere / Manukau Bus Station Via Papatoetoe,313-203,false,Low,No operational action required,8800,127,-0.927,5.0
Bus,24R,24R - New Lynn / City Centre Via Sandingham Rd,24R-202,false,Medium,Monitor route conditions,8795,238,-3.261,14.983
Bus,392,392 - Pukekohe Station,392-203,false,Low,No operational action required,8773,122,1.567,5.0
Bus,149,149 - Ranui / New Lynn Via Rosebank,149-203,false,Low,No operational action required,8718,86,-0.306,5.0
Bus,995,995 - Warkworth / Hibiscus Coast Station,995-203,false,Low,No operational action required,8714,64,0.548,5.0
Bus,39,39 - Manurewa Interchange / Otara / MIT Via Mahia Rd,39-203,false,Medium,Monitor route conditions,8711,325,2.099,14.983
Bus,321,321 - Middlemore Station / Britomart Via Greenlane Hospital,321-202,false,Low,No operational action required,8669,60,-0.434,5.0
Bus,735,735 - Botany / Half Moon Bay Via Cockle Bay And Howick,735-221,false,Low,No operational action required,8654,104,-0.937,5.0
Bus,25L,25L - Lynfield / City Centre Via Dominion Rd,25L-202,false,Medium,Monitor route conditions,8639,325,-2.532,14.95
Bus,738,738 - Maraetai / Pine Harbour via Beachlands,738-221,false,Low,No operational action required,8596,77,-1.935,4.95
Bus,734,734 - Botany / Half Moon Bay Via Highland Park,734-221,false,Low,No operational action required,8220,94,-0.197,4.983
Bus,372,372 - Papakura Shops / Keri Hill Loop,372-203,false,Low,No operational action required,8149,94,0.165,5.0
Bus,64,64 - St Lukes / Newmarket Via Mt Eden,64-202,false,Medium,Monitor route conditions,8032,308,-2.169,14.817
Bus,712,712 - Bucklands Beach / Panmure,712-221,false,Low,No operational action required,8014,69,-0.111,5.0
Bus,711,711 - Howick / Panmure Via Cascades Road,711-221,false,Low,No operational action required,7982,101,0.354,5.0
Bus,751,751 - Panmure / Newmarket Via Marua Rd And Remuera Rd,751-202,false,Low,No operational action required,7664,110,-0.119,4.983
Bus,351,351 - Botany / Otahuhu Station Via Highbrook,351-205,false,Low,No operational action required,7659,64,-0.744,4.967
Bus,195,195 - New Lynn / City Centre Via Green Bay,195-203,false,Medium,Monitor route conditions,7648,252,-1.996,14.967
Bus,311,311 - Otahuhu Station / Otahuhu Station via Mangere Bridge,311-203,false,Medium,Monitor route conditions,7619,85,-8.822,14.783
Bus,363,363 - Manurewa Interchange / Wattle Downs Loop,363-203,false,Low,No operational action required,7602,172,-0.117,5.0
Bus,66,66 - Pt Chevalier Beach / Sylvia Park Via Mt Albert Rd,66-203,false,Medium,Monitor route conditions,7602,236,-2.803,14.883
Bus,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,933-203,false,Low,No operational action required,7521,58,-0.279,5.0
Bus,376,376 - Papakura Shops / Auranga Dr Via Drury,376-203,false,Low,No operational action required,7506,191,1.256,5.0
Bus,11W,11W - Northwest / City Centre Via Waimumu Rd,11W-207,false,Medium,Monitor route conditions,7295,173,-2.805,14.967
Bus,733,733 - Botany / The Parade Via Highland Park,733-221,false,Low,No operational action required,7253,80,-0.089,5.0
Bus,RBW,RBW - Britomart / Swanson Western Rail Bus,RBW-402,false,Low,No operational action required,7244,223,-0.195,5.0
Bus,67B,67B - New Lynn / Onehunga Only,67B-202,false,Low,No operational action required,7232,111,-0.044,5.0
Bus,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,966-203,false,Low,No operational action required,7219,73,-0.966,5.0
Bus,38,38 - Airport / Onehunga via Mangere Town Centre,38-203,false,Medium,Monitor route conditions,7199,276,1.675,15.0
Bus,11T,11T - Northwest / City Centre Via Triangle Rd,11T-207,false,Medium,Monitor route conditions,7124,173,-3.574,15.0
Bus,782,782 - Sylvia Park / Mission Bay Via Ellerslie And Meadowbank,782-221,false,Low,No operational action required,7115,64,-0.648,5.0
Bus,105,105 - Westmere / Britomart Via Richmond Rd,105-202,false,Medium,Monitor route conditions,7091,235,-6.106,14.5
Bus,295,295 - Ellerslie Station / City Centre Via Royal Oak,295-202,false,Medium,Monitor route conditions,6997,214,-4.161,15.0
Bus,352,352 - Manukau Bus Station / Panmure Via Flat Bush,352-205,false,Low,No operational action required,6901,54,-0.151,5.0
Bus,856,856 - Albany Station / Browns Bay,856-203,false,Medium,Monitor route conditions,6894,246,5.595,15.0
Bus,35,35 - Ormiston / Botany Via Chapel Rd,35-205,false,Medium,Monitor route conditions,6759,223,-2.928,15.0
Bus,501,501 - Kennedy Point / Matiatia Wharf,501-217,false,Low,No operational action required,6647,59,2.122,5.0
Bus,806,806 - Devonport Wharf / Stanley Pt Loop,806-202,false,Low,No operational action required,6641,95,0.577,5.0
Bus,170,170 - Titirangi South / New Lynn,170-203,false,Low,No operational action required,6612,145,-0.684,4.95
Bus,32,32 - Mangere Town Centre / Sylvia Park via Otahuhu,32-203,false,Medium,Monitor route conditions,6611,299,2.079,15.0
Bus,379,379 - Clarks Beach / Papakura,379-203,false,Low,No operational action required,6592,171,-0.573,5.0
Bus,114,114 - Hob Pt Wharf / Northwest Via Whenuapai,114-203,false,Low,No operational action required,6582,132,0.11,5.0
Bus,739,739 - Maraetai And Beachlands / Botany Via Whitford And Ormiston,739-221,false,Low,No operational action required,6547,88,0.33,5.0
Bus,373,373 - Red Hill / Papakura Shops,373-203,false,Low,No operational action required,6412,138,-0.535,4.933
Bus,923,923 - Akoranga Station / City (Mayoral Dr) Via Hillcrest,923-202,false,Medium,Monitor route conditions,6245,168,-5.442,14.95
Bus,161,161 - Brains Park / New Lynn,161-203,false,Low,No operational action required,6197,131,-1.727,4.783
Bus,AIR,AIR - Airport Link via Puhinui Station,AIR-203,false,Medium,Monitor route conditions,6159,220,-2.287,14.967
Bus,186,186 - South Lynn Loop,186-203,false,Low,No operational action required,6037,106,-0.656,4.967
Bus,82,82 - Milford / Mayoral Dr Via Takapuna,82-202,false,Medium,Monitor route conditions,6008,255,-1.554,14.967
Bus,76,76 - Britomart / Glen Innes Via Orakei,76-202,false,Medium,Monitor route conditions,5938,232,-0.913,14.917
Bus,326,326 - Mangere Town Centre / Middlemore via Earlsworth Rd (C),326-203,false,Low,No operational action required,5895,152,-1.723,5.0
Bus,191,191 - Lynfield / New Lynn Via Blockhouse Bay And Avondale,191-203,false,Low,No operational action required,5774,113,-0.123,5.0
Bus,95C,95C - Constellation Station / Britomart (Albert St) Via Glenfield,95C-203,false,Medium,Monitor route conditions,5712,151,-4.007,14.817
Bus,135,135 - Te Atatu (Totara Rd) / Henderson,135-203,false,Medium,Monitor route conditions,5703,156,-0.267,14.967
Bus,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,NX1-203,false,Medium,Monitor route conditions,5673,420,5.141,14.967
Bus,928,928 - Northcote Point / Smales Farm Stn Via North Shore Hospital,928-203,false,Low,No operational action required,5607,64,-1.178,4.983
Bus,783,783 - Eastern Bays Circuit Anticlockwise / Eastern Bays Circuit Clockwise,783-221,false,Low,No operational action required,5592,58,-0.541,5.0
Bus,394,394 - Pukekohe Interchange / Paerata Rise Loop,394-203,false,Low,No operational action required,5576,62,-0.698,4.967
Bus,111,111 - Royal Heights Loop,111-203,false,Low,No operational action required,5466,43,0.496,5.0
Bus,106,106 - Freemans Bay Loop,106-202,false,Low,No operational action required,5451,83,-2.283,4.933
Bus,365,365 - Papakura Interchange / Manukau Bus Station Via Porchester,365-203,false,Medium,Monitor route conditions,5285,206,3.913,14.983
Bus,377,377 - Papakura Interchange / Park Estate Loop,377-203,false,Low,No operational action required,5243,83,-1.638,5.0
Bus,95B,95B - Bayview / Britomart (Lower Albert St),95B-203,false,Medium,Monitor route conditions,5216,144,-2.968,15.0
Bus,807,807 - Devonport Wharf / Cheltenham Loop,807-202,false,Low,No operational action required,5169,56,1.803,5.0
Bus,377,377 - Papakura Interchange / Park Estate Loop,377-203,false,Medium,Monitor route conditions,5066,81,-7.137,14.7
Bus,321,321 - Middlemore Station / Britomart Via Greenlane Hospital,321-202,false,Medium,Monitor route conditions,5049,59,-4.663,15.0
Bus,966,966 - Beach Haven / Newmarket Via Ponsonby And Auckland Hospital,966-203,false,Medium,Monitor route conditions,5042,73,-6.679,14.95
Bus,355,355 - Botany / Manukau Bus Station Via Mission Heights & Ormiston,355-205,false,Medium,Monitor route conditions,4943,153,-0.721,14.967
Bus,378,378 - Papakura Shops / Karaka Harbourside Loop And Karaka Lakes,378-203,false,Low,No operational action required,4927,93,-0.256,5.0
Bus,998,998 - Wellsford / Warkworth,998-203,false,Low,No operational action required,4830,50,-0.739,4.967
Bus,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,94-203,false,Medium,Monitor route conditions,4755,187,2.505,14.983
Bus,72X,72X - Botany And Howick / Britomart Express Via Panmure And Motor,72X-205,false,Low,No operational action required,4738,36,0.021,5.0
Bus,999,999 - Warkworth Loop,999-203,false,Low,No operational action required,4726,58,-0.88,4.917
Bus,123,123 - Huapai Triangle / Westgate Via Kumeu,123-202,false,Low,No operational action required,4656,47,-0.062,5.0
Bus,116,116 - West Hills Loop,116-203,false,Low,No operational action required,4627,34,0.114,5.0
Bus,845,845 - Milford / Takapuna Via North Shore Hospital,845-203,false,Low,No operational action required,4594,46,-0.636,4.95
Bus,126,126 - Albany / Westgate Via Riverhead,126-203,false,Low,No operational action required,4563,107,1.197,5.0
Bus,122,122 - Huapai North / Westgate Via Kumeu,122-202,false,Low,No operational action required,4553,44,-0.572,5.0
Bus,941,941 - Beach Haven / Takapuna Via Glenfield And Smales Farm Stn,941-203,false,Medium,Monitor route conditions,4487,143,0.727,14.983
Bus,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,917-203,false,Medium,Monitor route conditions,4483,121,-0.431,14.983
Bus,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,866-203,false,Medium,Monitor route conditions,4362,92,-0.269,14.9
Bus,781,781 - Mission Bay / Museum Via Orakei,781-202,false,Medium,Monitor route conditions,4360,111,-3.982,14.967
Bus,931,931 - Chatswood / University of Auckland Via Customs St,931-203,false,Low,No operational action required,4253,33,-0.508,5.0
Bus,37,"37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",37-203,false,Medium,Monitor route conditions,4233,248,2.42,14.983
Bus,148,148 - Ranui / Lincoln Rd,148-203,false,Low,No operational action required,4210,69,-0.681,5.0
Bus,20,20 - St Lukes / Wynyard Quarter Via Kingsland,20-202,false,Medium,Monitor route conditions,4170,203,-2.997,14.933
Ferry,MTIA,MTIA - Waiheke Island 1 / Downtown Pier 11,MTIA-209,false,Low,No operational action required,4143,27,0.205,5.0
